A1 A2 A3 A4 A5 A6 A7 A8 A9 A10
0.020766249287391444 -0.009078694339604591 -0.014280001197891792 0.004249318238985517 -0.014804518807655969 -0.0011146256594921368 0.005244765641160606 0.006584717772036155 -0.002145597198137421 0.009055794714960277
-0.0031555618746890524 0.003918858266777354 0.015572057923838544 0.0035552719189711475 0.01722259299739265 -0.003207090231398188 0.006720101786590024 -0.00037611763054735926 -0.006741313521359187 0.014067564129136996
-0.0031233470273482216 -0.007729941494209025 -0.017743667124665224 -0.002889519885559888 0.0052722458167381745 0.0013239186647939862 -0.013467885618178688 -0.008977665561917937 0.007866638911367114 4.221889909178764e-05
0.018959595911565576 0.006203666312230735 0.00044406046236770627 0.01636323487185539 0.005176563994178846 -0.010726804266614992 -0.018442326056558263 -0.0032123552394657967 -0.005707269917846817 2.4760091609030634e-05
0.006152314771604051 0.0011654762173896318 0.0031439893106763052 -0.011377683603839405 0.0015747374761507552 -0.007822822485045932 0.0013041487393143645 0.018537514275064802 0.005160183168374347 -0.020686599383166034
0.004278107273841122 -0.0061175433168321166 0.005206723741888871 -0.00018946284000820882 -0.012302446452756863 0.007796505191438312 0.0034717721279770714 0.0032026368373802975 0.014468259705058733 -0.013582177880930982
0.010401158860258658 0.002288831456528989 -8.27464083995041e-06 -0.011307251914768604 -0.009099844707890934 0.0018496141171683896 -0.006015691981247019 0.008679736169249533 -0.001487144393941882 0.00590652995963313
-0.008028895388985385 0.013482552824131338 0.0083637272950025 0.013058442701639281 -0.00413648290165644 -0.0075970880415365365 -0.0038335704387134116 0.008859730845351238 0.009510921871617808 -0.01267878071741072
0.00545612750849116 0.0031348915478042866 0.0033268517694313086 -0.008591565841622259 0.0033810802875643823 0.0011904464997006614 -3.5331653321848293e-06 0.002766042106248942 0.0071790863768040865 -0.0025466571253204475
-0.0009768078849245272 -0.012141575930912647 0.010185997526145614 0.0064547033201964 0.01604953715468283 0.006746568916693078 0.0076943253167741955 -0.015780918076529104 -0.00043383045569439846 -0.004606748812000695
-0.011945125264307306 0.01083730151498353 0.007241699169953753 0.005760534937204315 -0.002991426758158847 0.014129721058152456 -0.003756914267287898 0.0234225920388611 -0.007249950484986046 -0.010371734515014063
-0.0026458617400242695 -0.004537615093807964 -0.001943680393237169 0.005772539298057688 0.0003561538739719678 5.438447141292639e-05 -0.011089937413338738 0.009695545653141239 -0.002993156899757969 -0.02100651936015803
0.010575251840371442 -0.002394762243951391 -0.020582666180251605 0.014684759053186544 -0.012914238628646511 -0.01797079233436814 0.0030162072449817635 0.01891914452238418 0.0024291312486051696 0.004958877649213955
0.0019027044185254013 -0.0132671249452471 -0.001379839183043558 0.007243535235606719 -0.0016274830243023079 0.011095764948603657 0.002071115069518598 -0.009086927662916258 0.019328099407081745 0.004029047342677313
-0.013172883272683497 0.004764634646027786 -0.00030411542277550545 0.003929449569604987 0.003231266735551362 -0.020164809766237406 0.011207012743676848 0.01067427308590848 0.007856698873835612 0.0010300347978669854
0.015325889620792142 -0.017908202942223176 0.00531318095942217 -0.026310289588069854 -0.015698811668891074 0.019320525612524217 -0.00384651210350964 0.005346085221802166 -0.006802878099150502 -0.004479420381688921
0.0024451982086743733 -0.010004401107619581 0.0037439352860154313 0.021438478090906585 -0.005784234513238555 -0.011711175715496604 -0.015099980486046837 -0.0020006773177558474 -0.004359206029837903 -0.005046834696564778
0.01020133200947761 0.010504167515899346 -0.002511364764461262 -0.0050335329148482365 -0.001304302374373018 0.010108609764723853 -0.007582913321903976 0.013941092885149726 -0.011335645041817362 0.011403748373582207
0.0009281974778313846 -0.0006093842983282778 -0.0006350202520224428 0.022474114204908503 0.014460836518692675 -0.018795334463833344 0.004070973721540144 0.023221924423426715 0.007680942314613589 0.0070020794110522465
0.002431968760573069 0.006823569694238054 0.01341060984366005 0.0074152454485617225 -0.008926716607976715 -0.0007660579351397257 0.0032696288832505076 0.005066548170059842 -0.005720880147462205 0.000963634022487322
0.0011231124762064858 -0.0013285709563069176 -0.010846014943295394 0.0011432225873367467 -0.025521219315917686 -0.003172220917887421 0.010099283864537583 0.008346574488010116 0.0025335555434366384 -0.0013848991868299313
0.002094528593236673 0.002828427599933529 0.0024428618275194034 0.012682446996229833 -0.002075236438401992 -0.001870341701312095 0.011447835351881567 0.0013473099280961664 0.0028234217812323982 -0.004243980577960263
-0.002716662657216645 0.01329566517483278 -0.023870922404824944 0.004637892983339318 0.004442579005023742 -0.000890385969504194 0.0027512675782473926 0.004266602571374893 0.02535616570328867 0.01822874022447699
0.008894434213294899 0.0027566443786637457 0.01460570341560571 0.016219138791432556 -0.006843659877759017 -0.00470626861057205 0.0007244508447434082 0.008661638233385793 0.010144161686049164 0.01778546777611514
0.013335685916862057 -0.00427527743384022 -0.007305100711423973 0.0031517689303865197 0.0017283762386384122 0.0003450066771566547 0.006913087608550727 0.004730240480197241 0.0107654144148089 -0.008708694673696525
0.01595990111987132 0.011530091089355937 -0.0033169630536222278 -0.002871212142376789 -0.00020518131726843074 0.0073455542382011504 0.0029779359311216387 0.00045607468240721656 0.004665487643859209 0.005367962683301969
-0.0018486032767864816 -0.0023862861682577173 0.005747319179276693 0.006299560298224513 -0.006412362302825413 -0.005171332984358904 -0.011515332139699058 -0.005936713145781819 -0.00548378801840416 0.005892170302503821
-0.014712901434537512 0.00878820348341216 -0.008244347216873288 0.010637909798869692 -0.003241856534408072 -0.001666674131482304 -0.016082390442486088 0.0013995271852313758 -0.012748489121068232 -0.014823682081028109
-0.004206643480655958 0.013121842323382754 -0.010960537531514809 0.004214984768893183 0.014003625452413727 0.004587174742527664 0.021565875946658455 -0.005548504457905665 0.0050890891178732075 0.0029147369364378017
-0.011680459157452552 -0.020287060017950647 -0.013022673535828007 -0.007526595337911922 0.005749097943828545 -0.0040465603282176 -0.00815192966832455 -0.0138863761073627 0.004764324615248162 0.026864030254339713
0.024857948302384116 -0.0026432785795633034 0.0016907958100650553 -0.006514935305282796 0.005538862326702941 0.017174615860913574 -0.021965892508562557 0.006412841187552196 0.014917309645119033 -0.0017952056785174306
-0.005990035956861741 0.0013510680066298507 -0.007779077199511345 0.004244671143967326 -0.013446638355824967 -0.003338315767607532 -0.0031751959207493297 0.011339565171800374 0.007515034344243709 -0.009622655829880436
0.015235305767432747 6.113910620936918e-05 -0.01782850096089407 0.014334331451575309 0.007263161970652411 0.007467867398670136 0.0012232081727576488 -0.002116635167545354 0.0015676870549428468 0.008976205977734531
-0.008202762704251822 0.002230831675528862 -0.010321619871796184 0.013000597280075939 -0.007547912953555568 -0.015022394817344631 0.0029104644549758185 -0.015263821967778002 -0.0062948094876517915 0.00479314338306479
-0.0034020989786083897 -0.003078572217240534 0.0055184447687099125 0.00222029209774411 -0.013858997317051154 0.008862020751469237 -0.00536875761304486 -0.006716477684297304 -0.008896170759421094 0.0012990155200455502
-0.003229773785455218 -0.0011238217755528558 0.010404177748615594 -0.008025516930412181 0.0030141881379230516 0.008152933932639623 -0.013336102249555068 0.007865531382963769 -0.003279805989565345 0.0008594007412668353
0.012128820241984622 -0.002743218617054505 0.009193699635703828 0.007767912293053882 -0.0053734683092344 -0.0008344193626031826 0.0033784492290120306 0.0010805194779970242 0.002290319657732531 0.005963151093115831
0.022687365484943038 -0.006626152628650169 -0.019147135920994433 -0.02083261553966108 0.018453935073135707 -0.0038058779380790763 0.0056178246223013584 -0.002017660638649203 -0.00273402351255755 0.0009590733621246793
0.00969673814242148 0.008549838901417629 -0.012067884705050873 -0.009600274468917444 0.0009412178795343319 -0.0002124743317488988 0.006748530610581418 0.011579510408862096 -0.004570896898511675 0.005611008771142657
0.0028340823586715342 0.0037010772706997834 0.0027763627828733166 -0.0016920106680353938 0.0035205557384598075 0.02081865490682854 -0.007600626756190222 0.001737701305858406 0.00018391682449845823 -0.013706967933123116
0.005922422926758355 0.011917855916356386 -0.008148405568566745 -0.00034197523377838977 0.0070328891942817075 -0.0033786769333436282 -0.02004779844922969 0.00917203812225416 -0.004028450775987372 -0.005622370123715725
-0.005983185221091787 -0.0014006022661802043 -0.015749702071788135 0.019190781879363582 -0.003342337446850891 0.0029454407116573838 0.01359831838573931 -0.017966674013138877 -0.01675137949397862 -0.0033703423008844256
-0.016745844106592266 -0.0009836977846385034 -0.019703061025134316 0.006624871297610329 -0.006386866397941311 -0.010233705806238901 -0.0032649493745340163 0.019259700791980982 0.012903049140787912 -0.003773738545266065
0.0069532003226379065 0.011121808629635346 -0.006747686221265201 -0.01449862483178234 -0.005838906953847947 0.0032955393055378113 0.009632735181486165 0.013700356098386648 -0.011422647061567566 -0.0074433607583161455
0.0044554358483694725 0.01973846423112005 0.0012325939790374797 -0.00992744767309085 0.012863183116306728 0.0135495125616181 -0.008206776215437372 -0.004661613779989684 -0.0025214678768424098 0.002939684853776429
-0.0038015490394897817 0.0023699722749066445 0.009677336287334434 -0.00117794801251685 0.01866888980406838 -0.013099927485426323 -0.007709521890657327 0.003202080808605908 -0.0010176522093852667 -0.01813288690275775
0.0158165484197272 -0.00557360240714365 0.008724897534362031 0.0017230449661300377 -0.0019621652354832077 0.008637632892120965 0.018170444917118927 -0.005359827319452417 0.004602844591363371 0.0025845257988708903
0.0008689532083654237 -0.0018288545457012728 0.002177193690227206 -0.009161646413467062 0.008577089050094964 0.0015759102869424041 -0.022917061927100947 -0.00333064971072611 -0.0027032580000932054 -0.003875361678616218
-0.009720273998372842 -0.012369933074755503 -0.0038317475352989015 -0.004927726590278324 0.0017197902820288307 0.008859731527520554 0.009864098623955143 -0.011731701382063602 0.020648860874397715 0.008397736518260755
0.0047052414119901674 0.018553028253451696 -0.007078332556555501 -0.007752115119752544 -0.007271881817616518 -0.034866616092249024 0.01835726129798503 -0.004624195410609115 -0.015354702651078068 -0.019491304815845635
0.019398924777352878 -0.011644797144109355 0.015640958218410432 0.009224486605369075 -0.01354321383219788 0.015500138342837484 -0.010724238295484394 -0.011717306705995856 -0.008845108033410952 0.005889256406605985
-0.009173196719406832 -0.002129992864100403 -0.00043440558232980293 -0.006818954039284349 -0.018449406980671337 0.00764656212630061 -0.012580661538237854 0.01454683034999738 0.008326224727527268 -0.01014664510911743
0.012399239056545393 -0.018553562225703688 -0.007499393711647214 0.003515762085693537 0.008024069532611738 -0.008612776307512173 0.023754335418077005 -0.0014994999198981156 0.008670761910167817 0.03248113291927123
-0.016143197518780846 0.003323142286162239 -0.0009842848210791983 -0.0032792809647256716 0.008641667969017587 0.005037169437793092 0.01593245724186289 0.002904739582569192 0.006223248102226744 -0.007789471720408672
0.0039259987411877015 0.003131498751094115 -0.0030619186339582876 -0.008230931256398254 0.017192054859692874 -0.0014289063007425606 -0.014714496575535108 0.017960219409595263 -0.004615597921721044 0.011897048131640138
-0.012412924874921287 -0.01250807455041709 -0.005589605308954761 0.008764896411239516 0.010998315261312371 -0.01190569651454163 -0.004779760510065721 -0.0019123448078880586 -0.017770462098975044 -0.000558604844516066
-0.015669167792934795 0.013532298054895914 -0.02227272822199848 0.01450661676060278 -0.02145454388540343 0.0020704057577935657 0.005168178748915545 0.008357033428174433 0.015156995451475183 0.003053246493219044
0.00307116776311667 -0.005158025799713313 -0.00281223290990172 0.011760240512686699 0.007463990039035284 -0.010970613649701843 -0.001525197111049523 0.01657287832220581 0.010673387658239643 0.001600513741442704
0.0010615703163409007 0.004210162786397079 -0.014484637782866508 0.00949449567258009 0.00963824550964312 -0.0051492137004567895 -0.017127212220708142 -0.02477230592033126 -0.0040558212198543156 0.013789752912259137
0.004570402771851201 -0.016029200944836525 -0.009997705472232223 -0.0019362664616109806 -0.004481820331917042 0.003917194606915924 0.0016425613312888157 -0.015128588160158902 0.010760198930804528 0.013986165590169585
0.0028023869575950285 0.00017305463186883364 0.02237654425635305 -0.002833858452717118 0.006031927320742228 0.023396718162693918 -0.012605466799302514 0.0017992955138459539 0.007792528822538371 0.011929998102939881
-0.0027561256395380817 -0.004573179610330407 -0.006609115166594674 -0.007639230057288827 -0.012768536768977833 0.008788017843039165 0.0036575275483874937 0.017949082451811448 0.006525949603255608 0.00522281931912373
-0.0005476330462358707 0.022792171508464132 -0.009694402473625985 0.009407884214643596 0.008150585865884052 0.0012780729092339183 0.0001579634558629743 -0.005503837024777116 -0.003208912446622858 -0.018134029798988257
-0.006661303043433463 0.016449798297813237 -0.008263594098254551 0.007847124891250197 0.0017050303462873564 -0.006308706638760715 0.01676684383390254 -0.01030236845751883 -0.0037912855706993213 -0.002438714217977202
0.01647353579527913 -0.01004443038945827 -0.006056419333355494 -0.009831470528206565 0.015317501289820543 0.011362297156422157 0.0018284833589856427 -0.0012704038692681417 0.007865190459612037 0.0025699789165476556
-0.0017388210173661935 0.006701813880052338 -0.008271512425628146 0.010339949837265033 0.003158929952632812 0.008869485059281866 -0.011982581284692881 -0.01570522646254136 0.0009089332698055861 0.005424085356536667
-0.002829599381571245 0.0006267376647502211 0.01401294156435591 0.013630235506969832 -0.004918583154396776 0.016156702823520844 -0.0026537226142319455 -0.008929094007904051 -0.012237155597037707 -0.0030709196735085225
0.0035510479878257334 -0.012079272740025748 -0.0011406328071182615 0.010401471281645359 0.0013149881419879284 -0.0003738866613051238 -0.0002988240241265116 0.004213933032245615 0.013786348859522813 0.005516011482050748
-0.008650322390015152 -0.012600085770979208 0.009814379166113848 -0.0030824204321181037 -0.013001728845252303 -0.003018433116477828 -0.006041072186416552 0.002276907545397721 0.013496685180246618 0.005992863869222923
-0.005651937096445387 -0.008352502111639454 0.004536436152963911 0.00292840317420653 -0.022095578061147057 0.00890418488286368 -0.006779560405919255 -0.000945922124019715 -0.003320173945900417 -0.01964845710777665
-0.0024448658815333936 -0.0020383502070893565 -0.003270609693792267 -0.021315161377767324 -0.011220532099762544 -0.001925487416219953 0.0023457058308232735 0.0029684605803152173 -0.011643755076024206 0.02182181119358546
-0.022408177667194957 0.0003649393618048132 -0.0007953412987974996 -0.003675951141705128 -0.005712798471392378 -0.0035896067234918176 -0.015655317720254098 -0.005660374470689456 -0.002107575413000366 -0.006896690894636915
0.0071719760218285486 0.0032701289417944885 0.003588178952931501 0.007399261735459898 0.005727167107126114 -0.004639217276229113 0.0010165352197776102 -0.014777963441145594 0.011925307162318098 -7.239511734342145e-06
0.016404559185071013 -0.0024384219903949324 -0.0014256413945417797 -0.004799510036920477 0.009813161519667135 0.008559189254339359 -0.020231260931155758 0.002713782416741285 0.008548743514298969 -0.009127112952427997
0.022039233376840984 0.0021135852598174435 0.008116147630729164 -0.003291138858914903 -0.0017782198640133515 0.0007113384517597163 0.010236391245006608 0.004859359420423747 -0.010633277334621667 0.002728790658760156
0.0028700075876810682 0.003061574392162496 -0.011027990695407854 0.00643434078834273 -0.018714472910502253 0.0004500603477616101 -0.0033037698776261677 -0.008329708080926231 -0.006569547538767633 0.0024260464442579736
-0.0038875378801524387 -0.020872226485828937 -0.0015507736664799507 0.0033106550906290668 0.014171420742301726 -0.0003610233671728214 -0.0006012827636330771 0.0016193649281272442 -0.015845643288252845 0.006241256583308107
-0.011166285728438466 0.0026986719999898146 0.009498247740337811 -0.017822054941551178 0.0042025399734117955 -0.014865219385354256 0.010876288300002817 -0.016079530985887783 0.0058210677468578395 0.004705970126960872
-0.008580497618988256 0.0032861221569845233 -0.007697371194050824 0.012330694704981405 0.00980220177299355 0.0136554667799457 -0.0011005912367118445 0.017849459448149946 -0.0064252870607028785 0.010539724707758415
